Sequence ID	Taxonomy	Confidence
2d9c4ab9e5d70fa022a66ab2fd5a91de	Root;Bacteria;Cyanobacteriota;Chloroplast;Chloroplast;Streptophyta	1.0
34cf20c7d3e9f187eaab75f2cf709186	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.51
4d38856a25d1d665f0ebfcc6e6dd26b3	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
ad3597d8fec04c20517e69591af73883	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	0.49
e30aba7231860f54d2f0fb71b4393148	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	1.0
5ec034cd1aae81c69384823d071b67ab	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia	1.0
841fc7e62c6987a359e5cbb4d88ad21a	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.93
4608c0943b00c5c6faacc748115872d7	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
d0491a4a662a2843e619da8e55ab9468	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Solibaculum	0.86
feaa453c39f4b51e06e20c413826da2e	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	1.0
7aace4df7030e5c74a82990a24f19a6b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella	0.56
16fe916a6220995fab9de95beafdb85c	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0.99
c2d50cba0945aafb0da2e2a8edd3f86b	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
23edfca7c0ef8e279d65b3c7eb45d475	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Gallintestinimicrobium	0.71
860a803d1ac619762d000b98cd2ede47	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus	0.52
03e3a33b9ebe8bd5bd30e1f7e1e97697	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.91
a206dfead73aff4fc3988cdee2c4a5aa	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter	1.0
5a45275ad9b6d95c404022f898c48003	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia	0.55
058a64230f3de40ac7155ef9908b315c	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	1.0
508b3eb0401d1e55dfa4cb3b803cb446	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.99
c12d60816f0fd9eb8996b8a0cd926742	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0.99
f53f10191edb19f730afe201e5f2a2a7	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia	1.0
5562aeb71245d068b75428e58459b1d1	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	0.99
e202641d17c26716e80cfdb4ef1a8951	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.46
2bbc70608396721629326c67f661e568	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter	0.99
53d2e7cf4c2c08aed5f61b61747ad028	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	0.97
1ab6130aa000fb8304d6eb8cf9239871	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	1.0
3eeb46f94e66f6b61403a5957365bc0a	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	0.87
1372f92c7896746e94388a0542c8e823	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia	1.0
7858491d64c7b99e041da253fbe8c1e8	Root;Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella	0.55
c4a4d4200a32a5224b4f0c9cb892c95b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	0.97
09104ad6aed69d9de95c135de1f93126	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
efe2c35ab77d704b2b0279063b754e40	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.92
5545d3c1e957c95bc11aefe4033cf288	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.96
90116fb5005ab196fa5f59599047532c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum	1.0
ac8f8ba98c024834afa7a50a396fa6a0	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
b22a159c290d77d55ec581deece1e587	Root;Bacteria;Cyanobacteriota;Chloroplast;Chloroplast;Streptophyta	1.0
cedac8a3f8c65c7d30fddb8b35048701	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum	1.0
dcdd9146c198aad562ff76e588cfd610	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
19c717363ba5862f96129673c36b1b87	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Suonthocola	0.12
0405265127f90f77cd0a328e7b72bfdb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Jutongia	0.23
3423a9800926fbd676f3eac0f218a478	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister	1.0
a991bd54aad9f60d4bea1f911728397d	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	0.88
9794fc982fb187f08afdecc12a8d9956	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
96797a6f062bdd44ea548d46c81ed2eb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus	1.0
397512b0fae04ca3cab385c280219d7b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter	0.29
0e1cf487de734ad4c7e17515c7e5916b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster	0.99
7ff7996cf4dc35289e368cb95d7baf05	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.64
9831ef4cf6cbb038245dfba6c997da28	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum	1.0
a2d4fcf3a514a719cb58cc4906dffd31	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
1577778ca829af53a256ad7c264cf9bc	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.94
5aed67724543b5b91fd972ed453115e8	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
096a9d6043a045a901570b8d920c43af	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.99
d8605ad749491cda4a7fab23023c94ce	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter	0.96
0e7a5d3aa8c6d166f341b27d872d4f0b	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	0.99
baac33e46b7b1b2c7a61545571a278f3	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.98
ff703f000b4e6304e1dbc35d79d31879	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	1.0
c141b64f9faf6e27d4a70e41e343a9f4	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.98
4487959359cf770048fcb506d122aa7f	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Youxingia	0.53
fdfb62f119e87877c2f07cf8b8876e64	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium	0.88
c0b9a1ca7c5fab5ea63c24949e9dec48	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
70d7174e7d10f1086e466bfd0299e4c3	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides	0.94
999b368333a6205448f2cdd5000ec427	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium	0.93
2575f5c4655d8d388c03f494ed2ea557	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sellimonas	0.97
4e9fb81b220f8897d07b3631f1e2a12c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
d8b86e062b852570dfbd8c00f1c6c051	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
4061abc773ff2c3367c2a24b9667502d	Root;Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia	1.0
0e38fc899ff26c948fdf61feb8a29eb5	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	1.0
a4994483301d51e4cc0665caf7b00ae5	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	1.0
5f38946d1b4ebf2a513ebed4d3d1851f	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.98
1b89b05a805b417cfb78084918f31431	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea	0.5
0be22cddd18360e981aa6bfbd8917111	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	1.0
c8a1f92329c70fa31b6c066fe7e6338b	Root;Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis	0.99
26fb36651eecbdb1e54eda032e9c558d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.66
5df85102007bd899f1c2fe4d8248d6a5	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
4ef8f8294548c05c4cbca820596ccac2	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
177c65c09d70dfe7b140176c2f3b0aec	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	1.0
22b31793af15d00d6da06643445aecea	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.94
867aa795433c6f85f7c453ee27be2f5b	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	1.0
dc24be19937898637ea991f3fb645efb	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.98
8e72888a6a5f6bffc92a3f22f6263217	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.99
2e854aa6424bd4f9ccf3e8ee61226ca8	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.82
bf9aa5d99147a77d67befe9a7510b0e4	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	0.97
ca1ebdf038bf8756c63318ce2a34f0f5	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.58
ec0f6ca037c2c70f77ec2fe7dd6b4120	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	0.85
22f36ae6eecff202f8362adf47e6552c	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	1.0
828f8a8470ff8623f96f147618c90cc4	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.97
9394a9cc2762b62d502de2e31c4024b7	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella	0.86
6d7ff2e243f7f49320014dac1a94f775	Root;Bacteria;Bacillota;Bacillota_incertae_sedis;Negativibacillus	0.99
b65fd3ddc770574d4f68ea23c9cd9206	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.98
1928fa275e0fd19f26f2c3235292299c	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Massiliprevotella	1.0
2dade9a4172d7c2f47b5826d8cdeb63e	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	1.0
2f8f883593b63da478fa10de3106a03a	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacter	0.15
953fa49e4513eb1c9979b8b9ce1043fb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	0.86
478de9eac43a792deced12d4cd3a265b	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
478bc12568fa243d044dda9677dbf4d5	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0
218830497db8223224fae2b2d2b9872d	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus	0.3
04561e71a8fcbc7a91597747b3a2ed53	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.32
845830ce767ec075991b58bfca03b8a7	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	0.22
9634bb41a6fee79bf648ffd166baf50e	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.75
b967c8c0d7d8c5557bf07b1555e35a2f	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	1.0
662605b300fb921661308cde1e154096	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	1.0
fc59a584fd73fb6286d88b5690393bf5	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	1.0
48501835515f95a327d3be4e67787f2f	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Massiliprevotella	0.99
58b24318b386c9e54ed3f14a71258a27	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia	1.0
c8716ff85d18d8f8d6cbb40c64b65b76	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	1.0
8886cae2a1c86408d2354cf514d9ac95	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
5bfb613d981169ec21e32e66962f7c0f	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Zongyangia	0.29
518320b49e1a35e7b833b52d35e21d3a	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0
7e0c462e61dbc19959dd119c72e8e9c1	Root;Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella	0.52
4e2b0c494cd11b39665208cf69a86f44	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster	0.94
5383881d6148bef4289be6f689d281ce	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Colidextribacter	0.5
d350332b9110be9520a213bfc871db22	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0
cdd68fa86918309e98f03050d38698f6	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0
ebb4ca4546db4ef57711b8cbbf538d19	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1.0
10a4bb4c987e759319631c7c7b8a4957	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Massiliprevotella	0.96
0ec0a7765f27304af9bf28f9cda54d7a	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Allisonella	1.0
9b7575590e8ad2ab31bc86e80ba020a7	Root;Bacteria;Bacillota;Bacillota_incertae_sedis;Negativibacillus	0.06
3e2f5f126bd7069c7d6f2f065ab5a95e	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
d9d76a8f7eb91ac4d73e8dd8db396bcc	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Huintestinicola	0.55
43ba375e76ca96cc3275400f5efb537b	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Massiliprevotella	0.99
42f768a064625c81c1a548de51a8379c	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.99
c4136aef88e27596058fbda5db0a8148	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.49
491c4fb6c0d543b50119b5544e0f57ae	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
d87deee1fb81408d6c336c964d8103f2	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter	0.95
9b8f3c167440478a70250355a65d3ffa	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.19
e5bc8c277e52d43c22d12de16746f81c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Lentihominibacter	0.51
0ed847aedacc0ef09c9885cd95740b7e	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter	0.32
8bb82c10b6c99bce2bd9104a870bb9c2	Root;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	1.0
0b02a520fc842a5454ae6836da6d5ab4	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
f676874e97b60afc36a6965e75f7c35e	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Thermocaproicibacter	0.12
bb5bfdacc30926d6ee51585b1c060f91	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter	0.93
99428b8cc925dff7c5504e6cad9665da	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Petroclostridium	0.27
e104ae248bce3dd889816f5afad46ea3	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena	0.66
916a6643af3aacd89e915ba9faaa98ea	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	0.99
fb78ac60b4969a28ca57367114a4baf0	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longibaculum	1.0
872eca54bc1a7259eab898725cf6a327	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter	0.98
7b06911d67a16dab7b7cc177c8fc5a9d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster	0.25
4e33e6d88a9463659f70ca98d40c4959	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Phocea	0.84
08fe5f4285c7d3ed80f6e0c34dbd9b60	Root;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	1.0
95c73bcf15a3ca5a6c69f8d60f2af270	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
d7ae00fc3bd2fff25dfca9502489244c	Root;Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter	0.23
950d597f25425fbc9e971b8b2f992859	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerofilum	0.57
b8f90bcf23563ad913d6f2314288e4e7	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Huintestinicola	0.47
1b804c0e8740f40adc6ffebcf5ca4771	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis_XIII;Anaerovorax	0.45
6b6d18bbc83ffae854dc61d27392fd33	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Neglecta	0.45
b3b89e757a8f82567741479fbcf61ce1	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium	0.99
0e4e9bca97ef8336b4b475bf1e5ca6e1	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus	0.48
1230b20d444c035ecff50988f60072d0	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.15
c15d5b0eb05bb676a7bb5234a8705e89	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
fd2c33dc9dcbb874f7ec4e5f50b9e5a9	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Solibaculum	0.77
c49813f3422744b54642872ce0e54c17	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longicatena	0.4
962c37645a3fb1a0db63abbb1e5851c9	Root;Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0.99
940d848fc118d880866171df31f75ec1	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia	0.97
69535790f4a03f630aa24ebc25a01908	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.99
10c49b3180de759521daaec14a640e82	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	0.98
3e457d315c1450eee03dab825b8c1882	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
8b27100a0793436a8ba004a51739c3d5	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Neglecta	0.99
d28c55d7e64030ac7075e6d081b19fe7	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	0.99
db14654488088f1bf9561e12e9fec03e	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma	0.91
91996474dbdc53d7f21c2bcefcabb1fb	Root;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	1.0
aba0557f0a294a35cd57c4c3a9d8fd42	Root;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	1.0
2363e11b697f5ee579bb2a88aa08cd67	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0
dce072a71467e231300b49ce8c3e5aa6	Root;Bacteria;Bacillota;Bacilli;Caryophanales;Bacillales_Incertae Sedis XI;Gemella	1.0
1981ed5ce9d336a51a6c45dd023c9a7d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Beduinibacterium	1.0
24007abc05d29be066138a7aa4364886	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter	0.31
2860c67bcdccc2161d78b5797898ecaf	Root;Bacteria;Bacillota;Bacilli;Caryophanales;Bacillales_Incertae Sedis XI;Gemella	1.0
ab5f00ce7f764070918ce8dfcd7553c2	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaeromassilibacillus	0.15
9aa2487d3042557a3e4f76d9afac5803	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Raoultibacter	0.98
027821ce11d3b9d0d0eb29f70bc8032b	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longicatena	0.41
e4cb8a609fd3ecc8622ce2ee1ca170e6	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Dorea	0.3
94237842a5fe7e9abd1fe8df9aa3f102	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.98
ba2a00b0f54772c8621a2d8ed9ce131a	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	1.0
6d18ae2ff3734f3d49402646452e8d46	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flintibacter	0.26
cf10a3d523a6759715c29ca9cd417297	Root;Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia	1.0
40f10acd916efb9ac340443e1caf8e4e	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.79
96f9af579756e53d95107d5e5cfe0155	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	0.97
075d178968bbd534616f4d72360b5f11	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.98
1726c33c49b9579df99de34a59f0bf61	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.72
7d269607d772bff9966d2e1dd619e55c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Petroclostridium	0.08
c647f7aa728501a8dda7cdc4b669850b	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.98
6fbf5f005060d4907eb587159abbab50	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
fa3c6dca803d9e698fe577b89f50b272	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.99
c17254251c3227c77f24be2d676f98c4	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia	1.0
1039982bd65b4f48a08a8360603080c2	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
